Pecha ID, Title, Author, Source ID, Creation Date, Last Update
IEA52EE2E,གསུང་འབུམ། ཤཱཀྱ་མཆོག་ལྡན།,གསེར་མདོག་པཎ་ཆེན་ཤཱཀྱ་མཆོག་ལྡན།,http://purl.bdrc.io/resource/W1KG16652,2023-03-08 19:26:21.527088,2023-02-01 00:00:00+00:00
IB80F7850,གསུང་འབུམ། གྲགས་པ་བཤད་སྒྲུབ། ༼གློག་ཀླད་པར་མ།༽,ཅོ་ནེ་གྲགས་པ་བཤད་སྒྲུབ།,http://purl.bdrc.io/resource/W1KG13759,2023-03-08 19:27:26.763376,2023-02-01 00:00:00+00:00
I10F74A1D,སྒོ་བཞི་མཛོད་ལྔའི་ཡང་བཅུད།,-,http://purl.bdrc.io/resource/W3PD398,2023-03-08 19:29:28.356834,2023-02-01 00:00:00+00:00
I6CA64400,འབྲུག་པ་ཀུན་ལེགས་ཀྱི་རང་རྣམ།,འབྲུག་པ་ཀུན་ལེགས།,http://purl.bdrc.io/resource/W29152,2023-03-08 19:30:03.351824,2023-02-01 00:00:00+00:00
I11B27745,འཕགས་ཡུལ་རྒྱན་དྲུག་མཆོག་གཉིས་ཀྱི་ཞལ་ལུང་།,དཔང་ལོ་ཙཱ་བ་བློ་གྲོས་བརྟན་པ།,http://purl.bdrc.io/resource/W3CN3408,2023-03-08 19:36:30.394775,2023-02-01 00:00:00+00:00
I32BDB0DA,ལེགས་བཤད་ཟླ་བའི་སྣང་བ།,-,http://purl.bdrc.io/resource/W1AT884,2023-03-08 19:39:10.230142,2023-02-01 00:00:00+00:00
IFFF3FCF6,གསུང་འབུམ། དྲི་མེད་འོད་ཟེར། （དཔལ་བརྩེགས། མེས་པོའི་ཤུལ་བཞག）,ཀློང་ཆེན་རབ་འབྱམས་པ་དྲི་མེད་འོད་ཟེར།,http://purl.bdrc.io/resource/W1KG4884,2023-03-08 19:41:40.633959,2023-02-01 00:00:00+00:00
IE4EC34A8,ཀུན་མཁྱེན་འཇམ་དབྱངས་བཞད་པའི་འདུལ་བའི་སྤྱི་དོན།,འཇམ་དབྱངས་བཞད་པ ༠༡་ངག་དབང་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W1KG17114,2023-03-08 19:42:37.408694,2023-02-01 00:00:00+00:00
IBBE88D74,གསུང་འབུམ། གོ་རམས་པ་བསོད་ནམས་སེངྒེ,ངོར་མཁན་ཆེན ༠༦་བསོད་ནམས་སེངྒེ,http://purl.bdrc.io/resource/W1KG16651,2023-03-08 19:43:50.649512,2023-02-01 00:00:00+00:00
I0C772155,གསང་སྔགས་ངག་དོན་འཕྲུལ་གྱི་ལྡེ་མིག་སོགས། （མཚན་ཉིད་སྐོར།）,-,http://purl.bdrc.io/resource/W3PD415,2023-03-08 19:44:26.372104,2023-02-01 00:00:00+00:00
I8E7974FD,བོད་ཀྱི་བརྡ་སྤྲོད་ཕྱོགས་བསྒྲིགས།,-,http://purl.bdrc.io/resource/W3CN3425,2023-03-08 19:45:09.422588,2023-02-01 00:00:00+00:00
I5931311E,བསྙུང་གནས་ཀྱི་རྣམ་བཤད་དང་ཕན་ཡོན་སྐོར་ཕྱོགས་བསྒྲིགས།,བྲག་དཀར་བློ་བཟང་དཔལ་ལྡན་བསྟན་སྙན་གྲགས།,http://purl.bdrc.io/resource/W1KG13001,2023-03-08 19:45:34.431006,2023-02-01 00:00:00+00:00
I26F4EA2B,ཨེ་ཝཾ་བཀའ་འབུམ་ཁ་སྐོང་།,-,http://purl.bdrc.io/resource/W1AC308,2023-03-08 19:46:06.452855,2023-02-01 00:00:00+00:00
IFDC88B61,རང་བཞིན་རྫོགས་པ་ཆེན་པོ་ལས་བརྩམས་ཏེ་ལྷའི་ཟླ་བས་དྲིས་པའི་ལན་གསང་བའི་གཏེར་མཛོད།,མངའ་རིས་པཎ་ཆེན་པདྨ་དབང་རྒྱལ།,http://purl.bdrc.io/resource/W3CN5387,2023-03-08 19:46:24.634052,2023-02-01 00:00:00+00:00
IAAFA5DF0,གསུང་འབུམ། སྐལ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,ཤིང་བཟའ ༠༥་སྐལ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W1AC242,2023-03-08 19:47:16.263033,2023-02-01 00:00:00+00:00
I7D011308,གསུང་འབུམ། ཆོས་ཀྱི་རྒྱལ་མཚན།,སེ་ར་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W1AC364,2023-03-08 19:50:29.347283,2023-02-01 00:00:00+00:00
I57B775F7,རྒྱལ་པོ་མདོ་བཅུའི་རྩ་འགྲེལ་ཕྱོགས་བསྒྲིགས།,-,http://purl.bdrc.io/resource/W3CN5823,2023-03-08 19:51:15.922153,2023-02-01 00:00:00+00:00
I70F7713C,འགྲེལ་པ་དོན་གསལ་དང་། རྣམ་བཤད་སྙིང་པོ་རྒྱན་གྱི་དགོངས་འགྲེལ་ཚིག་དོན་རབ་གསལ།,སེངྒེ་བཟང་པོ།,http://purl.bdrc.io/resource/W1KG16455,2023-03-08 19:51:38.625207,2023-02-01 00:00:00+00:00
ICAE96555,རྒྱུད་བཞིའི་འགྲེལ་བ་མེས་པོའི་ཞལ་ལུང་། སྨད་ཆ།,བློ་བཟང་ཆོས་གྲགས།,http://purl.bdrc.io/resource/W8LS19192,2023-03-08 19:52:08.618300,2023-02-01 00:00:00+00:00
I5E4FCCEE,ཕྱག་རྒྱ་ཆེན་པོའི་སྒྲོས་འབུམ།,མི་བསྐྱོད་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W1AC327,2023-03-08 19:52:27.096026,2023-02-01 00:00:00+00:00
I34BBC914,ཕྱག་ཆེན་རྒྱ་གཞུང་།,-,http://purl.bdrc.io/resource/W1AC321,2023-03-08 19:53:04.326132,2023-02-01 00:00:00+00:00
IBF440FCF,བསྟན་རིམ་ཆེན་མོ།,གྲོ་ལུང་པ་བློ་གྲོས་འབྱུང་གནས།,http://purl.bdrc.io/resource/W1KG24221,2023-03-08 19:53:36.443860,2023-02-01 00:00:00+00:00
I366C6B99,བཅོས་དཀའི་ནད་ཀྱི་གཉེན་པོའི་སྨན་སྦྱོར་གཅེས་བཏུས།,-,http://purl.bdrc.io/resource/W00KG07624,2023-03-08 19:53:52.527625,2023-02-01 00:00:00+00:00
I9B510528,མཁས་འཇུག་གི་རྩ་བ་དང་སྡོམ་བྱང་།,འཇུ་མི་ཕམ་འཇམ་དབྱངས་རྣམ་རྒྱལ་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W3CN5459,2023-03-08 19:54:08.577738,2023-02-01 00:00:00+00:00
IC79F9871,འཇམ་མགོན་ཆོས་ཀྱི་རྒྱལ་པོ་ཙོང་ཁ་པ་ཆེན་པོའི་རྣམ་ཐར།,རྒྱལ་དབང་ཆོས་རྗེ་བློ་བཟང་འཕྲིན་ལས་རྣམ་རྒྱལ།,http://purl.bdrc.io/resource/W1KG8584,2023-03-08 19:54:28.302033,2023-02-01 00:00:00+00:00
I28022227,རླབས་ཆེན་གྱི་བྱ་བཞག་འདིས་རླབས་ཆེན་གྱི་མི་སྣ་མཚོན།,གྱི་ལིང་འཇིགས་མེད།,http://purl.bdrc.io/resource/W8LS20504,2023-03-08 19:54:44.480709,2023-02-01 00:00:00+00:00
I51F051B3,ཕན་བདེའི་འཇུག་ངོགས།,སྐལ་བཟང་བསོད་ནམས།,http://purl.bdrc.io/resource/W1KG8471,2023-03-08 19:54:59.787461,2023-02-01 00:00:00+00:00
IBE858C4D,གསུང་འབུམ། པཎ་ཆེན་བསོད་ནམས་གྲགས་པ།,པཎ་ཆེན་བསོད་ནམས་གྲགས་པ།,http://purl.bdrc.io/resource/W3CN7829,2023-03-08 19:55:55.356673,2023-02-01 00:00:00+00:00
I0C33FDC4,གསུང་ཐོར་བུ། བློ་བཟང་དཔལ་ལྡན།,ཡོངས་འཛིན་པཎཌི་ཏ་བློ་བཟང་དཔལ་ལྡན།,http://purl.bdrc.io/resource/W00KG08430,2023-03-08 19:56:34.993218,2023-02-01 00:00:00+00:00
I5C5C6EC8,གསུང་འབུམ། རེད་མདའ་བ་གཞོན་ནུ་བློ་གྲོས།,རེད་མདའ་བ་གཞོན་ནུ་བློ་གྲོས།,http://purl.bdrc.io/resource/W3CN3417,2023-03-08 19:57:37.290061,2023-02-01 00:00:00+00:00
I281C46F7,རིས་མེད་ཆོས་རིག་གཏེར་མཛོད་ལས། ཐེངས་གཉིས་པ་དང་གསུམ་པ།,-,http://purl.bdrc.io/resource/W3CN7099,2023-03-08 19:59:09.538573,2023-02-01 00:00:00+00:00
IBE9E0CE3,གསུང་འབུམ། བློ་གྲོས་གྲགས་པ།,འཛམ་ཐང་མཁན་པོ་བློ་གྲོས་གྲགས་པ།,http://purl.bdrc.io/resource/W4CZ34105,2023-03-08 20:00:35.925315,2023-02-01 00:00:00+00:00
IA0093088,ཕྱག་ཆེན་སྔོན་འགྲོའི་ངག་འདོན།,-,http://purl.bdrc.io/resource/W3CN5177,2023-03-08 20:01:04.061093,2023-02-01 00:00:00+00:00
IBD638543,དྲི་བཟང་ཐུལ་བའི་སྨན་ལྗོངས།,-,http://purl.bdrc.io/resource/W00EGS1017422,2023-03-08 20:01:20.736053,2023-02-01 00:00:00+00:00
IF90D6F2D,དུས་ཀྱི་འཁོར་ལོའི་སྤྱི་དོན། ༼དེབ་གཉིས་པ།༽,-,http://purl.bdrc.io/resource/W3CN4347,2023-03-08 20:01:38.359920,2023-02-01 00:00:00+00:00
I619646D7,གསུང་འབུམ། སྒམ་པོ་པའི་གདན་རབས་རིམ་བྱོན།（1-5）,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W3CN8060,2023-03-08 20:02:04.692750,2023-02-01 00:00:00+00:00
I4138AD2D,རིམ་ལྔའི་མཐའ་དཔྱོད་གསང་དོན་ཀུནྡ་བཞད་པའི་ལེགས་བཤད་རྒྱུ་སྐར་བདག་པོ།,སེར་ཤུལ་དགེ་བཤེས་བློ་བཟང་ཕུན་ཚོགས།,http://purl.bdrc.io/resource/W1KG25192,2023-03-08 20:02:23.749390,2023-02-01 00:00:00+00:00
IA9294D8D,གཙང་སྟོད་ཟིན་ཐིག་དང་ཡང་ཐིག,གཙང་སྟོད་དར་མ་མགོན་པོ།,http://purl.bdrc.io/resource/W2DB13635,2023-03-08 20:02:46.204077,2023-02-01 00:00:00+00:00
I003F45BF,བསླབ་བྱ་ནོར་བུའི་གླིང་དུ་བགྲོད་པའི་ལམ་ཡིག་སོགས་བསླབ་བྱ་སྣ་ཚོགས།,གུང་ཐང་བསྟན་པའི་སྒྲོན་མེ།,http://purl.bdrc.io/resource/W1KG25171,2023-03-08 20:03:01.529078,2023-02-01 00:00:00+00:00
I9244B62A,གསུང་འབུམ། ཙོང་ཁ་པ།,ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།,http://purl.bdrc.io/resource/W3PD188,2023-03-08 20:05:42.181097,2023-02-01 00:00:00+00:00
I30A3E273,མན་ངག་རིན་ཆེན་འཕྲེང་བ་བྲང་ཏིའི་ལྷ་རྗེའི་ཁྱད་ཆོས་གསེར་བྲེ་མ།,བྲང་ཏི་དཔལ་ལྡན་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W8LS20658,2023-03-08 20:06:55.299260,2023-02-01 00:00:00+00:00
I8B80094B,ངེས་ཤེས་རིན་པོ་ཆེའི་སྒྲོན་མེད་དང་མཁས་འཇུག་གི་སྡོམ་བྱང་།,-,http://purl.bdrc.io/resource/W2PD19386,2023-03-08 20:07:09.615796,2023-02-01 00:00:00+00:00
I4044DFD1,གཏེར་འབྱུང་ཆེན་མོ་དང་དྲི་བ་སོགས།,རཏྣ་གླིང་པ།,http://purl.bdrc.io/resource/W3CN4346,2023-03-08 20:07:25.693888,2023-02-01 00:00:00+00:00
IBD13E580,བླ་མ་ཨོ་རྒྱན་ཆེན་པོ་རྗེས་སུ་དྲན་པའི་ཆོས་ཚན་ཕྱོགས་བསྒྲིགས།,-,http://purl.bdrc.io/resource/W3CN5333,2023-03-08 20:07:42.998703,2023-02-01 00:00:00+00:00
I6A55FC46,གསུང་འབུམ། བློ་བཟང་འཇམ་དབྱངས་སྨོན་ལམ།,ཀེའུ་ཚང་འཇམ་དབྱངས་སྨོན་ལམ།,http://purl.bdrc.io/resource/W1KG15817,2023-03-08 20:08:11.758219,2023-02-01 00:00:00+00:00
IABC23193,མ་ཎི་བཀའ་འབུམ།,མྱང་ཉི་མ་འོད་ཟེར།,http://purl.bdrc.io/resource/W3CN5561,2023-03-08 20:08:36.759133,2023-02-01 00:00:00+00:00
IAF66A7E8,ཕྱི་མ་རྒྱུད་ཀྱི་འགྲེལ་བ་ཕྱོགས་བསྒྲིགས།,འོ་རྫོང་པཎྜི་ཏ་བློ་བཟང་སྦྱིན་པ།,http://purl.bdrc.io/resource/W1KG14623,2023-03-08 20:08:57.991547,2023-02-01 00:00:00+00:00
I279042EE,བློ་བཟང་དགོངས་རྒྱན་མུ་ཏིག་ཕྲེང་མཛེས་དེབ་ཞེ་བཞི་པ།,ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།,http://purl.bdrc.io/resource/W1KG24061,2023-03-08 20:09:17.724957,2023-02-01 00:00:00+00:00
I8FCAD829,རྫོགས་པ་ཆེན་པོ་བསྒྲགས་པ་སྐོར་གསུམ།,བཞོད་སྟོན་དངོས་གྲུབ་གྲགས་འབར།,http://purl.bdrc.io/resource/W3PD403,2023-03-08 20:09:40.646138,2023-02-01 00:00:00+00:00
IBA51040F,འཇམ་དཔལ་མཚན་བརྗོད་ཀྱི་འགྲེལ་པ་བསྟོད་སྤྲིན་གྱི་སྒྲ་དབྱངས།,ཚེ་མཆོག་གླིང་ཡོངས་འཛིན་ཡེ་ཤེས་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W1KG18172,2023-03-08 20:09:59.164121,2023-02-01 00:00:00+00:00
I2A9D778B,ཤེས་བརྩོན་གྱི་སྟོབས།,-,http://purl.bdrc.io/resource/W2PD19200,2023-03-08 20:10:14.427075,2023-02-01 00:00:00+00:00
IE91456FF,རྫོགས་པ་ཆེན་པོ་ཀློང་ཆེན་སྙིང་ཐིག་གི་ཁྲིད་ཡིག་ཡེ་ཤེས་བླ་མ།,ཀུན་མཁྱེན་འཇིགས་མེད་གླིང་པ།,http://purl.bdrc.io/resource/W3CN4273,2023-03-08 20:10:29.175048,2023-02-01 00:00:00+00:00
I700A35C7,བོད་ཀྱི་བཀྲ་ཤིས་པའི་རྒྱུན་རིས་གསར་འགྲེལ།,རིག་འཛིན་བསྟན་སྲུང་།,http://purl.bdrc.io/resource/W3PD430,2023-03-08 20:10:43.367854,2023-02-01 00:00:00+00:00
I7EDF074A,ཚད་མ་རྣམ་ངེས་རྩ་འགྲེལ།,རྔོག་བློ་ལྡན་ཤེས་རབ།,http://purl.bdrc.io/resource/W3CN7889,2023-03-08 20:11:07.491003,2023-02-01 00:00:00+00:00
ICB123429,ཡར་ལུང་གསོ་རིག,-,http://purl.bdrc.io/resource/W8LS20254,2023-03-08 20:11:28.942172,2023-02-01 00:00:00+00:00
I64669631,གསུང་འབུམ། བློ་བཟང་ཚེ་བརྟན།,ཚེ་བརྟན་ལྷ་རམས་པ།,http://purl.bdrc.io/resource/W1AC29,2023-03-08 20:11:51.322596,2023-02-01 00:00:00+00:00
I4F141EFE,རྗེ་ཙོང་ཁ་པ་ཡབ་སྲས་ཀྱིས་མཛད་པའི་ལྟ་བའི་གསུང་རྩོམ་ཕྱོགས་བསྡུས།,རྒྱལ་ཚབ་དར་མ་རིན་ཆེན།,http://purl.bdrc.io/resource/W1KG25065,2023-03-08 20:12:11.344009,2023-02-01 00:00:00+00:00
ID3701FFB,བློ་བཟང་དགོངས་རྒྱན་མུ་ཏིག་ཕྲེང་མཛེས་དེབ་བཅུ་གཉིས་པ།,དཀྱིལ་ཟུར་བློ་བཟང་སྦྱིན་པ།,http://purl.bdrc.io/resource/W1KG23738,2023-03-08 20:12:43.282430,2023-02-01 00:00:00+00:00
I9B73A322,འདུལ་བ་མདོ་རྩ་བའི་མཆན་འགྲེལ།༼གཞི་སྟོད༽༼གཞི་སྨད༽,མཚོ་སྣ་བ་ཤེས་རབ་བཟང་པོ།,http://purl.bdrc.io/resource/W1AC31,2023-03-08 20:13:05.090897,2023-02-01 00:00:00+00:00
I366AED77,འདུལ་བ་ལས་ཆོག་རྣམ་རྒྱལ་གསེར་མདོག,ཏཱ་ལའི་བླ་མ ༠༥་ངག་དབང་བློ་བཟང་རྒྱ་མཚོ།,http://purl.bdrc.io/resource/W1KG25210,2023-03-08 20:13:24.315658,2023-02-01 00:00:00+00:00
I6446F150,དམ་ཆོས་དགོངས་པ་གཅིག་པའི་ཀར་ཊཱིཀ་ཆེན་མོ།,ཀརྨ་པ ༠༨་མི་བསྐྱོད་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W4PD2014,2023-03-08 20:14:07.247177,2023-02-01 00:00:00+00:00
I6685101E,སྙིང་ཐིག་ཡ་བཞི།,ཀློང་ཆེན་རབ་འབྱམས་པ་དྲི་མེད་འོད་ཟེར།,http://purl.bdrc.io/resource/W2PD19078,2023-03-08 20:14:36.604741,2023-02-01 00:00:00+00:00
I5F5552CF,དམངས་སྲོལ་རིག་པ་སྤྱི་བཤད།,སྒང་རྒྱལ་མཚན་ཚེ་རིང་།,http://purl.bdrc.io/resource/W8LS18472,2023-03-08 20:14:53.580383,2023-02-01 00:00:00+00:00
I4250C663,ལམ་སྟོན་སྒྲོན་མེའི་ཕྲེང་བ། ༼༢༽,-,http://purl.bdrc.io/resource/W00EGS1017328,2023-03-08 20:15:11.164699,2023-02-01 00:00:00+00:00
ICCEE1E51,དཔྱལ་གྱི་གདུང་རབས་ཟ་ར་ཚགས་དང་གང་གཱའི་ཆུ་རྒྱུན་གཉིས་གཅིག་ཏུ་བྲིས་པ་ཀུན་གསལ་མེ་ལོང་།,པདྨ་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W3CN6495,2023-03-08 20:15:24.805648,2023-02-01 00:00:00+00:00
I3080AA8A,བཅོ་བརྒྱད་ཁྲི་ཆེན་རིན་པོ་ཆེའི་མཛད་རྣམ་མདོར་བསྡུས།,-,http://purl.bdrc.io/resource/W1KG17214,2023-03-08 20:15:37.672133,2023-02-01 00:00:00+00:00
I430023E3,ཉི་ཟླའི་གསོ་རིག་ཆེད་རྩོམ་གཅེས་བཏུས།,ཉི་ཟླ་ལྕེ་ནག་ཚང་།,http://purl.bdrc.io/resource/W21663,2023-03-08 20:15:52.362123,2023-02-01 00:00:00+00:00
ID91BCC3C,ཚད་མ་ཀུན་བཏུས་དང་རྣམ་འགྲེལ་གྱི་རྩ་འགྲེལ་གཅེས་བཏུས།,བླ་མ་དམ་པ་བསོད་ནམས་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W3CN7892,2023-03-08 20:16:13.699093,2023-02-01 00:00:00+00:00
IAA6A3262,ཚད་མ་རིག་པའི་གཏེར་གྱི་རྩ་བ།,ས་སྐྱ་པཎྜི་ཏ་ཀུན་དགའ་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W3CN5054,2023-03-08 20:16:28.946517,2023-02-01 00:00:00+00:00
I9A5A657A,མ་ཅིག་ལབ་སྒྲོན་གྱི་གསུང་རྣམ། དེབ་དང་པོ་དང་གཉིས་པ།,-,http://purl.bdrc.io/resource/W3CN8036,2023-03-08 20:16:47.616321,2023-02-01 00:00:00+00:00
I6A29D256,བོད་ཀྱི་ཡི་གེའི་སྤྱི་རྣམ་བློ་གསལ་འཇུག་ངོགས།,དམུ་དགེ་བསམ་གཏན།,http://purl.bdrc.io/resource/W3CN4648,2023-03-08 20:17:04.994946,2023-02-01 00:00:00+00:00
IB56CD06D,ལེགས་བཤད་བསྟན་བཅོས་ཕྱོགས་བསྒྲིགས།,-,http://purl.bdrc.io/resource/W1KG13981,2023-03-08 20:17:34.011301,2023-02-01 00:00:00+00:00
ID7D67446,དམ་པའི་ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,རེད་མདའ་བ་གཞོན་ནུ་བློ་གྲོས།,http://purl.bdrc.io/resource/W3CN7871,2023-03-08 20:17:59.533895,2023-02-01 00:00:00+00:00
IF0E29004,མཛོད་ལྷ་འགྲེལ།,-,http://purl.bdrc.io/resource/W3PD405,2023-03-08 20:18:21.244375,2023-02-01 00:00:00+00:00
IDB78C0F0,ཞེ་ཆེ་རྒྱལ་ཚབ་འགྱུར་མེད་པདྨ་རྣམ་རྒྱལ་གྱི་གསུང་འབུམ།,ཞེ་ཆེན་རྒྱལ་ཚབ ༠༤་འགྱུར་མེད་པདྨ་རྣམ་རྒྱལ།,http://purl.bdrc.io/resource/W1PD133163,2023-03-08 20:19:13.946833,2023-02-01 00:00:00+00:00
I65395FBA,དྲང་ངེས་རྣམ་འབྱེད་ཀྱི་དགོངས་པའི་དོན་གསལ་བར་བྱེད་པའི་མེ་ལོང་།,བྲ་ཏི་དགེ་བཤེས་ཆུང་བ་བློ་བཟང་དགེ་ལེགས།,http://purl.bdrc.io/resource/W28799,2023-03-08 20:19:40.355495,2023-02-01 00:00:00+00:00
I412934D9,རྒྱུད་བཞིའི་འགྲེལ་བ་མེས་པོའི་ཞལ་ལུང་། སྟོད་ཆ།,ཟུར་མཁར་བ་བློ་གྲོས་རྒྱལ་པོ།,http://purl.bdrc.io/resource/W8LS19189,2023-03-08 20:20:08.989047,2023-02-01 00:00:00+00:00
ID44D6D5D,གསུང་འབུམ། དབང་ཆེན་དགྱེས་རབ་རྡོ་རྗེ།,དབང་ཆེན་དགྱེས་རབ་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W4CZ30835,2023-03-08 20:20:36.496268,2023-02-01 00:00:00+00:00
I15248FA5,ཚད་མའི་སྐོར་གྱི་རྒྱ་གཞུང་རྩ་འགྲེལ།,ཆོས་གྲགས།,http://purl.bdrc.io/resource/W1KG16156,2023-03-08 20:21:03.028161,2023-02-01 00:00:00+00:00
I9C6BE44F,སྤྱན་རས་གཟིགས་ཀྱི་སྒྲུབ་ཐབས་ཀྱི་འགྲེལ་པ་པད་དཀར་དགྱེས་པའི་རང་གདངས། དེབ་ཕྲེང་བཞི་པ།,བྱང་པ་འཇམ་དབྱངས་རྣམ་རྒྱལ།,http://purl.bdrc.io/resource/W3CN5117,2023-03-08 20:21:42.381375,2023-02-01 00:00:00+00:00
IEDFED185,དབུ་མ་རྩ་བ་ཤེས་རབ་ཀྱི་རྩ་འགྲེལ་གཅེས་བཏུས།,རྨ་བྱ་བྱང་ཆུབ་བརྩོན་འགྲུས།,http://purl.bdrc.io/resource/W3CN7886,2023-03-08 20:22:05.472744,2023-02-01 00:00:00+00:00
IDF8E618C,དབུ་མ་རྒྱན་འཇུག་པ་བཞི་བརྒྱ་པའི་རྩ་བ།,ཟླ་བ་གྲགས་པ།,http://purl.bdrc.io/resource/W3CN4278,2023-03-08 20:22:20.806602,2023-02-01 00:00:00+00:00
IBECEAC90,སྐྱེ་བ་སྔ་ཕྱིའི་རྣམ་གཞག་དང་ལུགས་གཉིས་གསལ་བའི་མེ་ལོང་།,-,http://purl.bdrc.io/resource/W3CN4645,2023-03-08 20:22:38.423177,2023-02-01 00:00:00+00:00
IFB7AF7B9,རྗེ་དབོན་པདྨ་ཀུན་གྲོལ་རྣམ་རྒྱལ་གྱི་རང་རྣམ།,རྗེ་དབོན་པདྨ་ཀུན་གྲོལ་རྣམ་རྒྱལ།,http://purl.bdrc.io/resource/W2PD19201,2023-03-08 20:22:52.872322,2023-02-01 00:00:00+00:00
I8D7AF633,ཡར་ཀླུངས་གསོ་རིག,-,http://purl.bdrc.io/resource/W00KG02530,2023-03-08 20:23:11.570416,2023-02-01 00:00:00+00:00
IBC4CB9AD,ཡིད་བཞིན་རིན་པོ་ཆེའི་མཛོད་རྩ་འགྲེལ།,ཀློང་ཆེན་རབ་འབྱམས་པ་དྲི་མེད་འོད་ཟེར།,http://purl.bdrc.io/resource/W3CN4963,2023-03-08 20:23:31.318256,2023-02-01 00:00:00+00:00
IC84BDB31,རྗེ་གུང་ཐང་པའི་ལུགས་ཟུང་བསླབ་བྱ་ལེ་ཚན་སུམ་ཅུ་ལྷག་དང་། དཔལ་སྤྲུལ་རིན་པོ་ཆེའི་གསུང་ལུགས་གཉིས་སྙིང་བཅུད་བཅས།,རྫ་དཔལ་སྤྲུལ་ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ།,http://purl.bdrc.io/resource/W1KG24057,2023-03-08 20:23:46.226069,2023-02-01 00:00:00+00:00
I1B38BB41,ཀློང་ཆེན་མཛོད་བདུན།,ཀློང་ཆེན་རབ་འབྱམས་པ་དྲི་མེད་འོད་ཟེར།,http://purl.bdrc.io/resource/W1AC16,2023-03-08 20:24:37.356552,2023-02-01 00:00:00+00:00
I0F0BFCC3,མཆོག་སྤྲུལ་གསང་སྔགས་བསྟན་འཛིན་གྱི་རྣམ་ཐར་དད་གསུམ་པདྨོ་འབྱེད་པའི་ཉིན་བྱེད།,ཡེ་ཤེས་དོན་རྟོགས།,http://purl.bdrc.io/resource/W3CN5411,2023-03-08 20:25:00.324578,2023-02-01 00:00:00+00:00
ID379FAC3,རྗེ་བཙུན་གྲུབ་པའི་དབང་ཕྱུག་འགྲོ་འདུལ་དཔའ་བོ་རྡོ་རྗེའི་རྣམ་ཐར།,ཨ་འཛོམ་རྒྱལ་སྲས་འགྱུར་མེད་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W1AC333,2023-03-08 20:25:15.411851,2023-02-01 00:00:00+00:00
I1F034444,དྲང་ངེས་ལེགས་བཤད་སྙིང་པོ།,ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།,http://purl.bdrc.io/resource/W1KG16133,2023-03-08 20:25:31.990936,2023-02-01 00:00:00+00:00
IDC299CC9,ཆོས་བཞིས་བསྟན་པའི་སྒོ་བསྡུ་བའི་ཚིགས་སུ་བཅད་པ་རྗེ་སྒམ་པོ་པའི་ཞལ་གྱི་གདམས་པ།,ལ་ཡག་པ་བྱང་ཆུབ་དངོས་གྲུབ།,http://purl.bdrc.io/resource/W1AC381,2023-03-08 20:25:48.148416,2023-02-01 00:00:00+00:00
I9C677514,བསྡུས་གྲྭའི་རྩ་བ་ཐུན་མོང་བསྡུས་པའི་བསྡོམ་ཚིག་དང་དེའི་འགྲེལ་པ།,དཀའ་ཆེན་བློ་བཟང་བཟོད་པ།,http://purl.bdrc.io/resource/W3CN3029,2023-03-08 20:26:05.563418,2023-02-01 00:00:00+00:00
IC2C929AA,རྟ་ནག་རྣམ་འགྲེལ།,རྟ་ནག་པ་དགེ་འདུན་བློ་བཟང་།,http://purl.bdrc.io/resource/W1KG25320,2023-03-08 20:26:29.014107,2023-02-01 00:00:00+00:00
I6F336863,ཙ་རི་ཏྲ་ཤེལ་ཀྱི་འཁོར་ལོའི་ལྟེ་བ་མཚོ་དཀར་སྤྲུལ་པའི་ཕོ་བྲང་གི་གནས་ཡིག,-,http://purl.bdrc.io/resource/W3CN5258,2023-03-08 20:26:43.917360,2023-02-01 00:00:00+00:00
I6A746A6F,འདུལ་ཊཱིཀ་རིན་ཆེན་འཕྲེང་བ།,དགེ་འདུན་གྲུབ་པ།,http://purl.bdrc.io/resource/W00EGS1016951,2023-03-08 20:27:11.569039,2023-02-01 00:00:00+00:00
